dmel	dsim
CG13970	GD21713
CG10651	GD11960
CG16798	GD21705
CG10947	GD21704
CG10949	GD21703
Arpc2	GD24255
CG15130	GD27415
CG2493	GD21700
CG15475	GD24264
CG17470	GD21693
CG2608	GD24270
CG2611	GD24272
CG2614	GD24273
Cen	GD21689
CG2617	GD24275
CG9316	GD21685
CarT	GD21684
TM9SF2	GD21683
CG9319	GD21682
Ns4	GD24278
Rhau	GD21681
Pomp	GD24281
CG9328	GD24282
CG9331	GD24283
Oseg5	GD21673
CG14402	GD24288
twit	GD24289
CG14400	GD21671
CG9336	GD24290
CG9338	GD26993
CG14401	GD24293
sky	GD21669
RPA2	GD21666
CG9272	GD21665
CG9265	GD21662
tadr	GD24291
CG9259	GD24297
CG14397	GD24298
CG9257	GD24300
CG9253	GD24302
Mpp6	GD24304
CG9249	GD21650
CG9248	GD24305
Nbr	GD21649
CG9246	GD24306
Mcm10	GD24309
CG8679	GD27671
Atg18b	GD21643
CG8671	GD24314
Mondo	GD21641
Tsp39D	GD24319
CG8665	GD24321
nrv3	GD26934
CG2201	GD21635
Cul2	GD24329
CG2225	GD21633
CG1416	GD24332
CG11630	GD21627
CG11629	GD21626
CG1421	GD24336
CG1428	GD24337
CG11634	GD24338
CG2528	GD21623
ttm3	GD24345
CG10834	GD21619
CG6675	GD24346
CG3651	GD24347
Clamp	GD21617
CG3635	GD24350
CG3262	GD21613
RpL21	GD24352
Tif-IA	GD21614
CG17486	GD29038
CG14464	GD28501
CG3107	GD16680
Atf6	GD17476
d4	GD27618
CG10465	GD10363
CG10395	GD10370
COX4L	GD10371
CG10417	GD10360
TpnC4	GD10357
CG11665	GD10355
Not3	GD10354
CG8245	GD10380
kune	GD10381
scaf	GD10353
CG7791	GD10350
Or42a	GD10348
Tsp42A	GD10386
Or42b	GD10347
CG7882	GD10389
CG7881	GD10346
Pngl	GD10391
Strica	GD10341
SCAP	GD15314
CG14591	GD10339
Tbce	GD10392
CG7856	GD29044
CCHa2-R	GD10394
CG7849	GD10395
SmydA-5	GD10336
Ars2	GD10335
CG14589	GD10397
Cyp6w1	GD10398
CG11211	GD10332
eIF3f2	GD10400
CG17994	GD10329
tomboy40	GD10402
Pld	GD10404
CG15233	GD10324
Fmo-2	GD10319
geminin	GD10317
CG15908	GD10416
CG9410	GD10417
Hsepi	GD10315
PGAP3	GD10418
CG17266	GD10314
CG15909	GD26883
CG9422	GD10419
CG3270	GD15335
CG3409	GD10310
Zip42C.1	GD24343
Zip42C.2	GD15477
CG3420	GD10304
CG9436	GD10303
CG15237	GD10298
CG15236	GD10429
CG9447	GD10294
Spn42Db	GD10291
Spn42Dc	GD10430
Spn42De	GD10433
CG3358	GD10435
Cyp6u1	GD10286
CG17002	GD10439
Tsp42Ec	GD10443
Tsp42Ef	GD10445
Tsp42Eg	GD10446
Tsp42Eh	GD10447
Tsp42Ei	GD10448
Tsp42Ej	GD10450
Tsp42Ek	GD10451
Tsp42El	GD10452
Tsp42En	GD28831
Tsp42Eo	GD10454
Tsp42Ep	GD10278
Tsp42Eq	GD10276
Tsp42Er	GD10455
CG12836	GD10456
CG12831	GD10275
CG12828	GD10272
CG11060	GD10461
Gadd45	GD15338
CG1850	GD15313
Br140	GD15310
CG12164	GD15340
Dscam1	GD10266
Dhx15	GD10471
CG11112	GD10472
CG11113	GD10473
Eaf	GD10262
CG1701	GD10261
CG11145	GD10260
CG11123	GD10479
sPLA2	GD10480
CG11125	GD10481
CG11141	GD10254
CG11127	GD10483
p47	GD10253
CG1620	GD15307
mEFTu2	GD15306
CG1603	GD10245
CG1602	GD10244
PIG-G	GD10486
Drat	GD10242
CG2137	GD10489
CG1598	GD10240
Corin	GD10491
Vps13	GD10492
CG1360	GD10236
CG1358	GD10235
CG17985	GD10233
CG1339	GD15305
CG2070	GD10499
DCTN4-p62	GD10231
CG12826	GD15303
mRpL52	GD10230
CG12107	GD10503
U2A	GD10229
LRR	GD10228
CG12825	GD10508
CG12824	GD15357
Nop17l	GD15300
CG1550	GD10218
CG1882	GD10511
CG12822	GD10513
CG12159	GD10214
Kdm4A	GD10212
MFS12	GD10517
CG8728	GD10210
CG14764	GD10208
CG2906	GD10527
CG2915	GD15297
CG14763	GD10204
CG8726	GD10203
ACC	GD10202
Nup44A	GD10530
Dic3	GD10201
CG11191	GD10198
CG14762	GD28997
CG12769	GD10197
sand	GD10540
CG8712	GD10192
CG11210	GD10542
Cul4	GD27026
udd	GD15365
Nup50	GD10543
coil	GD10190
Socs44A	GD10544
Obp44a	Obp44a
CG8708	GD10181
RagC-D	GD15291
Gasz	GD10547
CG14757	GD10178
CG14756	GD10177
CG14760	GD15369
CG14759	GD10554
CG2291	GD10176
CG12126	GD15287
CG11635	GD15373
CG18449	GD15277
CG2127	GD15275
CG8701	GD27056
CG2121	GD10172
Cyp4ad1	GD10170
Mal-A4	GD10565
Mal-A7	GD10166
Mal-A8	Mal-A8
CG12780	GD10160
Cyp6a14	GD10157
Cyp6a13	GD10575
CG14752	GD10576
CG8736	GD10155
CG8735	GD10154
CG8642	GD10152
Cirl	GD10581
beta3GalTII	GD27981
CG14749	GD10583
CG8635	GD10149
CG8738	GD10592
CG8584	GD15269
CG14744	GD10146
CG14743	GD10141
CG8746	GD10601
CG8272	GD10134
Sec31	GD10608
CG13751	GD10609
MrgBP	GD10131
CG8252	GD10129
CG8248	GD10127
Spt	GD10125
CG8243	GD10613
CG8237	GD15381
AIMP1	GD15265
PAN2	GD27922
FANCI	GD10124
CG13748	GD10616
CG8229	GD26842
Tom7	GD10619
spab	GD10121
CG8213	GD10120
CG8172	GD10116
CG13744	GD10114
CG13747	GD10621
CG8170	GD10113
Ance-4	GD10112
PPO2	GD10111
CG13743	GD10110
CG8197	GD10109
CNT1	GD10626
CG13742	GD10108
CG8080	GD10107
CG13741	GD10106
CG8078	GD10105
CG8777	GD10628
Pmm45A	GD10104
tsu	GD10630
Mys45A	GD10103
Phax	GD10631
GstE13	GD10633
Hydr1	GD10634
CG8008	GD10099
CG8046	GD10098
Rad51D	GD10641
CG8026	GD10092
CG8027	GD10091
Cyp4p2	GD10646
CG2063	GD10088
CG1968	GD10648
Myd88	GD10085
CG13739	GD27466
Or45a	GD10650
CG13954	GD10081
CG8800	GD10079
CG13955	GD10075
prel	GD10654
CG1888	GD10071
Or45b	GD10662
CG1809	GD10663
CG1814	GD10664
Smyd4-1	GD10068
Updo	GD10665
CG12929	GD10067
CG1827	GD10667
CG1902	GD10670
CG12926	GD10059
Mmp2	GD10058
CG10459	GD10677
CG1690	GD10054
CG1698	GD10682
CG1648	GD10052
dila	GD10050
hebe	GD27126
CG1663	GD10687
Lsm11	GD10049
CG1665	GD10688
CG1667	GD10689
CG1671	GD10690
Ntmt	GD10692
CG18446	GD10693
CG12744	GD10694
Sec24AB	GD10041
CG12923	GD10695
CG1513	GD10040
CG1441	GD10039
Etf-QO	GD10700
CG15863	GD10036
CG1418	GD10035
CG12133	GD10703
CG12134	GD10705
CG12128	GD10707
CG1407	GD26013
CG12129	GD10708
oys	GD26012
PIG-N	GD26009
mRpL42	GD10711
CG12920	GD10712
CG1371	GD26007
egr	GD10713
CG2269	GD29181
RpLP0-like	GD15262
dmpd	GD10716
CG12917	GD10718
CG18011	GD10720
KCNQ	GD26003
CG12912	GD29130
CG12209	GD25999
CG12914	GD10723
CG12913	GD10724
CG12911	GD10726
CG12910	GD10727
CAP	GD10730
CG12909	GD10732
Obp46a	Obp46a
CG12902	GD25994
Ir47a	GD25991
CG12895	GD25982
Cyp49a1	GD25981
Caf1-105	GD28722
CG11777	GD10743
trsn	GD25978
CG17765	GD10744
CG11883	GD10747
Git	GD25964
Elp2	GD10748
CG12934	GD10749
CG12309	GD10752
CG12338	GD25962
CG7220	GD10753
CG12935	GD10755
CG7637	GD25957
mms4	GD10756
CG12341	GD25956
CG7222	GD10757
Lsm10	GD25953
CG12343	GD25952
CG12325	GD10759
CG12344	GD25951
Pex6	GD10761
CG18004	GD10763
CG12942	GD15388
ND-B14	GD15256
Rpb5	GD15257
polyph	GD15387
Obp47a	Obp47a
Spn47C	GD25947
BBS4	GD10768
CG13229	GD25943
CG13231	GD10769
CG12391	GD25942
CG9084	GD25941
CG7737	GD10773
CG13228	GD10774
CG13217	GD25938
CG13216	GD25936
CG13215	GD25935
Cpr47Ea	GD27136
Cpr47Eb	GD10782
CG13223	GD10783
Cpr47Ec	GD25932
Cpr47Ed	GD25931
Cpr47Ee	GD10784
Cpr47Ef	GD25930
CG9067	GD25925
CG9062	GD25924
CG13220	GD10786
Fbl6	GD25923
CG18335	GD25922
Obp47b	Obp47b
CG7741	GD10788
CG7745	GD10789
CG13202	GD15254
CG12384	GD15253
CG13204	GD10794
CG13203	GD10795
Tsp47F	GD25905
Sod3	GD25903
Smyd4-3	GD10796
Prip	GD10798
tou	GD25895
CG9005	GD25893
CG9003	GD25892
CG13198	GD10805
Tret1-2	GD10808
CG13196	GD25890
Ir48b	GD25887
CG13193	GD10812
Ir48c	GD25885
ths	GD10814
CG13192	GD10815
Sobp	GD25884
S2P	GD25883
Sln	GD10818
Twdlbeta	GD25881
Damm	GD25880
CG13185	GD25878
ERp60	ERp60
Zip48C	GD10823
reb	GD25874
exp	GD10827
PI31	GD25873
rho-7	GD25869
CG8298	GD10831
CG8321	GD10833
CG8888	GD25863
CG13186	GD10839
CG18343	GD10840
OSCP1	GD27036
Hen1	GD15398
CG8407	GD15397
Prp8	GD15250
EndoG	GD28823
wash	GD15401
CG13175	GD15404
Cyp6g2	GD15240
Cyp6t3	GD15407
CG8858	GD25854
RpS11	GD15239
CG13171	GD15409
CG8854	GD15235
CG13170	GD15410
CG13168	GD10847
Vha36-2	GD10848
CG8850	GD25852
CG17739	GD10852
mIF3	GD10854
CG8841	GD25849
Den1	GD10859
CG8839	GD25848
CG13155	GD25847
CG8501	GD10872
Cpr49Ac	GD10873
Cpr49Ad	GD25846
Or49a	GD10874
Cpr49Ae	GD10877
Cpr49Af	GD10878
Cpr49Ag	GD10879
Cpr49Ah	GD10883
CG13157	GD10884
CG8834	GD25843
CG8520	GD10885
CG8525	GD10886
CG13154	GD25842
Nup54	GD25840
DUBAI	GD25839
Dyb	GD10888
dgt5	GD25837
CG8545	GD10891
CG8550	GD10892
Dh44-R2	GD10893
CG13151	GD10897
CG8818	GD25832
CG8569	GD10895
Cyp301a1	GD10900
Ak6	GD25830
ClC-b	GD10902
CG17760	GD10906
muskelin	GD25828
CG8785	GD25825
CG8778	GD25824
ZnT49B	GD10910
CG8646	GD10911
CG8771	GD25821
CG13148	GD10912
CG8768	GD25817
wuc	GD10914
Mos	GD25816
CG12374	GD10919
Cyp9h1	GD25811
CG17574	GD25807
CG3790	GD25806
CG13319	GD10931
sug	GD10932
CG17019	GD25803
SCCRO3	GD25802
Sans	GD28029
CG13321	GD10934
Drl-2	GD10938
CG3955	GD25792
CG13326	GD25791
GLaz	GD18610
FLASH	GD10949
AQP	GD25912
CG4627	GD10950
CG4630	GD25780
CG4646	GD25779
Pex13	GD25777
fsd	GD10953
CG4670	GD25776
CG4676	GD10954
CG4679	GD25775
GstE14	GD10955
CG4712	GD25773
CG4714	GD25772
CG4716	GD10957
CG10799	GD10958
CG4734	GD25769
CG17047	GD10961
CG17048	GD25767
CG10814	GD25765
CG4744	GD26921
cbc	GD25757
bbc	GD25756
mars	GD28914
mip120	GD10970
CG13330	GD10971
CG13331	GD10972
CG13332	GD10973
CG6145	GD25753
link	GD10976
CG13334	GD10977
fand	GD29621
S-Lap5	GD10979
CG12464	GD25745
CG6209	GD25744
CG13337	GD28705
CG18368	GD28213
CG6220	GD25743
CG6280	GD10981
Cpr50Ca	GD10982
Cpr50Cb	GD10983
CG13339	GD10985
CG6329	GD10986
CG6337	GD25740
CG6347	GD10987
CG6357	GD10988
Syngr	GD25739
CG6543	GD25738
CG6553	GD25737
CG16935	GD25735
CG13344	GD10992
DJ-1alpha	GD25730
Rpn13	GD25728
St4	GD25727
CG18568	GD25726
CG6701	GD25725
Ctf4	GD25724
CG8067	GD10997
CG18371	GD10999
Rcd1	GD15233
CG13016	GD11021
CysRS-m	GD29075
O-fut1	GD11022
eIF3m	GD25700
CG8323	GD11023
CG18327	GD11024
CG18324	GD11025
CG8331	GD11027
mRpS16	GD25699
VGAT	GD15231
RpS23	GD25696
CG8468	GD11031
CG8485	GD25693
Usp20-33	GD28419
SmydA-1	GD11032
CG8531	GD11034
CG8547	GD25691
tej	GD25688
CG8613	GD11041
CG8617	GD25687
Tfb1	GD11042
Obp50e	Obp50e
Dh44-R1	GD11050
CG10104	GD11051
CG17385	GD25683
Sin1	GD11053
Achl	GD11054
Cpr51A	GD25677
CG12869	GD11061
CG12868	GD28333
CG12863	GD27668
CG10131	GD11066
CG12862	GD25668
CG10139	GD11068
Adgf-E	GD25667
CG12861	GD25666
CG12860	GD25665
CG12866	GD11069
jef	GD25663
CG10151	GD25661
ND-B15	GD11075
CG12857	GD25659
hui	GD11078
CG10202	GD25655
CG10205	GD11079
CG10209	GD25653
Ciao1	GD25651
HPS1	GD11081
Cyp6a20	GD11087
Cyp317a1	GD11088
ADPS	GD25643
Lap1	GD11090
CG10257	GD11091
ckn	GD11093
pcs	GD11094
CG7639	GD25641
CG10265	GD25640
CG8089	GD25635
CG7544	GD11099
GPHR	GD25634
CG11807	GD11101
row	GD25633
CG8093	GD25632
CG11808	GD11103
mRpL41	GD25631
CG8079	Hex-C
ItgaPS4	GD11106
ND-51L2	GD25625
CG8152	GD25624
CG8155	GD25623
Hr51	GD11109
unc-5	GD11111
CG8180	GD25616
CG12964	GD25615
GalNAc-T1	GD11122
CG8187	GD25613
eIF2Bgamma	GD11127
CG8192	GD25612
CG12963	GD11129
CG8195	GD25611
CG8204	GD25608
CG8207	GD25606
CG8249	GD25594
tun	GD11140
CG12970	GD11141
bdg	GD25588
bug	GD11144
Mlf	GD25586
CG8299	GD25584
Cyp4aa1	GD11146
CG8366	GD11147
CG8314	GD25579
Pex11	GD25578
CG8320	GD11148
CG8370	GD11149
Ufc1	GD25576
CG8388	GD25575
CG8389	GD11150
Rrp42	GD11151
CG8397	GD25574
CG8399	GD11152
casp	GD25573
CG8401	GD11153
SP2353	GD26841
CG8405	GD11155
Dg	GD25571
CG8414	GD25570
Asph	GD11159
Jhedup	GD11160
CG10731	GD25566
CG10734	GD25565
lbk	GD11167
CG8435	GD25564
Ptp52F	GD25563
CG8441	GD25562
clu	GD11170
mrj	GD25559
CG7798	GD25558
CG15706	GD25557
Tsf3	GD11174
CG15701	GD15432
CG7786	GD15226
CG3687	GD15433
krimp	GD15225
CG15708	GD25556
prim	GD11179
CG15705	GD11180
CG7755	GD25550
CG9068	GD11181
CG7747	GD15224
Atg9	Atg9
CG8060	GD25547
CG4282	GD11186
CG7997	GD25544
Nup62	GD11188
CG15710	GD25542
CG6262	GD11189
CG15711	GD25540
jtb	GD11192
CG7848	GD25536
CG4409	GD11193
Parp16	GD11194
CG15712	GD25535
S-Lap8	GD11201
Syn2	GD11204
DAT	GD25533
CG4945	GD11205
RpS15	GD25532
CG4927	GD11206
Lst	GD25531
CG8311	GD25530
CG8306	GD25529
CG8303	GD28860
CG5089	GD27788
CG5065	GD11210
CG15617	GD25521
Acp53C14a	Acp53C14a
Acp53C14b	Acp53C14b
CG5267	GD28660
resilin	GD11218
CG5522	GD11219
CG15615	GD25514
CG5550	GD11221
CG6426	GD11226
CG6435	GD11230
CG6472	GD11231
CG15614	GD11234
CG6665	GD11236
CG9010	GD25506
ste24b	GD28171
ste24a	GD25504
AsnRS-m	GD11238
CG6805	GD27508
Ehbp1	GD25502
CG8963	GD25501
SmydA-7	GD11241
SmydA-6	GD11242
CG9646	GD11243
CG8950	GD25498
CG6967	GD11245
CG6984	GD11247
CG15611	GD11249
Spn53F	GD25493
CG15605	GD25492
Cda9	GD11251
CG11400	Acp54A1
Gbp1	GD11253
Gbp2	GD11254
CG17287	GD25489
CG10950	GD11256
CG6568	GD25484
CG6550	GD25482
Mtap	GD11265
Lhr	Lhr
CG18467	GD11267
CG10764	GD11268
Tes	GD25476
insb	GD25475
CG4847	GD11280
CG4853	GD11282
APC10	GD25470
CG4866	GD11283
eIF3b	GD11284
MESR4	GD11289
CG14480	GD11291
Ns2	GD25465
Dcr-2	Dcr-2
CG6484	GD25462
CG14483	GD25461
RhoGAP54D	GD25460
ND-51L1	GD28801
CG10936	rhi
Oxp	Oxp
eIF3c	GD11297
P32	GD25453
HPS4	GD11303
swi2	GD25450
CG10934	GD15436
Dlish	GD11305
Snx16	GD25447
CG4975	GD11306
CG4984	GD11307
CG6406	GD25446
PIG-A	GD25445
Vps50	GD11310
Ir54a	GD11311
CG10931	GD11312
CG5002	GD11313
Sardh	GD25443
OstDelta	GD25442
CG14488	GD25441
CG18635	GD25440
CG14490	GD11326
Mapmodulin	GD25433
CG14492	GD25429
CG14491	GD11327
dpr13	GD25426
CG5084	GD11331
CG10910	GD11332
CG14495	GD25422
Muc55B	GD25421
CG10911	GD25420
CG10912	GD25419
CG5757	GD25418
CG5098	GD11336
CG5756	GD25417
CG5742	GD25413
CG10914	GD11344
CG10915	GD11345
Nup75	Nup75
CG10916	GD11346
CG5726	GD25409
nopo	GD11347
CG5721	GD25408
CG18538	GD11359
CG18540	GD11361
CG14505	GD25397
IM23	GD29046
IM1	GD11363
CG18107	GD11364
CG5174	GD11382
PIG-O	GD11383
CG5189	GD11385
rswl	GD11387
CG17669	GD25389
GstE11	GD11388
CG10924	GD11391
CG10927	GD11395
mRpS28	GD25381
CG5323	GD11396
CG5327	GD11397
CG5493	GD25380
CG5335	GD11398
Atg7	GD25379
CG5482	GD25378
SP2637	GD25375
Gint3	GD25372
CG15071	GD29393
CG15073	GD11405
Vps51	GD25366
List	GD25364
CG18609	GD25363
CG17821	GD25362
Cyp12b2	GD11408
Mctp	GD11410
CG15093	GD25359
CG15080	GD11412
MFS15	GD25358
CG15096	GD15218
CG15097	GD15216
CG15082	GD11413
CG15098	GD25356
CG15083	GD11415
CG15099	GD25353
MetRS	GD25352
CG15084	GD11416
CG18190	GD25351
Jheh2	GD25349
Jheh3	Jheh3
DptB	GD11419
sano	GD11421
CG18605	GD11425
CG15115	GD25341
CG15116	GD25340
CG15109	GD11427
CG15117	GD25338
CG15118	GD25337
CG15111	GD11430
CG10737	GD11432
CG7137	GD11435
tbrd-2	GD11438
CG11906	GD25333
CG10474	GD25331
CG18607	GD11441
mip40	GD25330
CG7461	GD11444
EndoB	GD25329
fest	GD11446
CG11961	GD11447
CG10051	GD11448
CG9416	GD25326
CG10062	GD11449
CG11257	GD11452
cer	GD25324
Arl6	GD27930
CG7744	GD11456
TBCB	GD15215
Oseg6	GD25318
CG15120	GD11462
CG11007	GD11463
Ir56b	GD11464
Ir56c	GD11465
Ir56d	GD25315
CG16716	GD11467
CG18367	GD11469
CG15124	GD11470
CG15905	GD25312
CG15125	GD11473
CG11018	GD11474
CG15128	GD25309
Obp56a	Obp56a
Or56a	GD25306
Obp56g	Obp56g
Obp56h	Obp56h
Toll-7	GD11482
CG13872	GD25304
CG10822	GD11487
CG8654	GD11488
CG11041	GD11492
CG16894	GD25298
CG11044	GD11494
CG11099	GD11497
CG13869	GD25297
Efhc1.2	GD11498
CG11208	GD25296
ppk6	ppk6
CG9864	GD25294
Hsl	GD11499
CG8908	GD11501
CG10444	GD25290
CG11788	GD11503
CG9143	GD25289
Mpcp1	GD25287
CG16868	GD25286
Cpr56F	GD25285
CG11200	GD25284
CG13868	GD25283
CG13871	GD11507
MED8	GD25282
CG8929	GD11510
CG16739	GD11511
CG13870	GD11512
CG11192	GD25281
Obp57c	Obp57c
GNBP-like3	GD11519
CG18067	GD11521
CG13423	GD11522
CG13427	GD25277
CG13428	GD28321
Cpr57A	GD25273
CG13430	GD25272
CG18065	GD25270
lms	GD11523
Mgat1	GD25269
CG9945	GD11525
CG11180	GD25264
FAM21	GD11526
Rcd6	GD25263
CG13436	GD11527
maf-S	GD11528
CG11110	GD11530
DMAP1	GD11531
CG16799	GD25259
CG11159	GD25258
Lrt	GD11532
CG13437	GD11533
Fem-1	GD25257
galla-1	GD11534
CG13438	GD11535
CG13442	GD25254
CG13443	GD29083
CG15225	GD11540
CG17999	GD25248
CG9993	GD25247
CG15227	GD11542
Cib2	GD11545
CG9235	GD11546
CG15649	GD25242
CG9344	GD11551
CG15650	GD25240
CG9313	GD11552
CG15651	GD25239
CG3216	GD25238
dgt3	GD25237
CG10543	GD11554
CG9346	GD11555
CG3295	GD25234
ND-B14.7	GD11557
cpa	GD11558
mRpL54	GD27054
Cht8	GD27351
Cht9	GD25228
CG10527	GD25227
Rbpn-5	GD25226
CG9394	GD27323
Magi	GD25223
CG9406	GD11566
CG15657	GD25222
CG4266	GD25221
hng1	GD11570
CG4286	GD25219
Lapsyn	GD11575
CG15661	GD25217
ASPP	GD25215
MFS16	GD11582
CG10505	GD25211
CG9752	GD25208
Panx	GD25207
CG9485	GD11587
CG15666	GD11591
CG9822	GD25203
CG17974	GD25202
CG10795	GD25200
eEFSec	GD25199
Acox57D-p	GD11593
Acox57D-d	GD11595
TAF1C-like	GD25196
CG10494	GD25195
twz	GD25187
CG10433	GD25186
CG15673	GD25185
mahj	GD11607
CG15674	GD11608
CG10321	GD11609
CG10082	GD11610
ND-B12	GD28425
Rae1	GD25180
pirk	GD25179
PIG-M	GD25178
NC2alpha	GD11613
CG15676	GD11614
eIF3k	GD11617
CG10307	GD11618
LBR	GD11624
Grx1t	GD11625
lox2	GD25167
CG13492	GD25164
CG4363	GD25162
CG4377	GD25161
CG4372	GD25160
CG9294	GD11631
comr	GD25159
CG13488	GD11634
CG9304	GD11636
CG9308	GD15445
CG13500	GD25152
CG13501	GD25151
CG11475	GD25150
CG11474	GD25149
CG2921	GD25148
Synj	GD28984
CG13502	GD25147
CG11073	GD25145
CG6613	GD11643
GM130	GD25143
CG11269	GD11649
CG3045	GD15210
CG6758	GD15446
CG11170	GD28208
CG11275	GD15448
MED16	GD11651
Vps35	GD11652
Swim	GD25141
CG3292	GD25139
CG11291	GD11653
Oatp58Db	GD15209
Oatp58Dc	GD15208
CG5819	GD11657
wdp	GD25135
Liprin-gamma	GD25133
CG11298	GD11661
Rtf1	GD11662
CG13506	GD11664
babos	GD25132
CG6044	GD11665
Mes4	GD11667
mRpS29	GD25129
rad50	GD11670
CG10344	GD25128
ppk12	GD11671
CG10384	GD11672
CG4752	GD11673
CG4554	GD11674
CG4610	GD11675
gas	GD11676
CG11362	GD11677
CG4269	GD27584
CG4294	GD25122
RpS16	GD11679
Vps20	GD11680
CG4329	GD29228
CG17807	GD25121
CG3732	GD25119
CG2852	GD25116
CG3746	GD25114
Cyp6d2	GD25113
CG13510	GD11684
CG13511	GD11685
CG4250	GD11688
RYBP	GD11693
Obp59a	Obp59a
Obp58b	Obp58b
Obp58c	Obp58c
Obp58d	Obp58d
CG13526	GD11700
CG13527	GD11702
CG9826	GD11714
CG3649	GD11715
CG13531	GD25104
CG13532	GD11718
PIP5K59B	GD11719
EMC8-9	GD25100
YME1L	GD25099
asrij	GD11720
MED23	GD11721
CG3700	GD11722
nahoda	GD11724
CG3788	GD25095
CG9849	GD11727
CG3831	GD25094
CG9896	GD25092
CG9890	GD25086
CG3085	GD11736
Art7	GD25084
CG13538	GD15451
CG9876	GD25082
RpL37b	GD28161
Klp59C	GD25079
CG3215	GD25078
CG13544	GD25077
Klp59D	GD11742
CG9899	GD11743
CG13539	GD11744
LS2	GD25073
CG3092	GD11745
RpL22-like	GD25071
CG12782	GD25070
CG13540	GD11746
CG3124	GD25068
CG13541	GD11747
Prosbeta5R1	GD25066
CG9861	GD11748
CG9863	GD11750
CG3500	GD25059
CG9875	GD11754
Ice1	GD11757
Golgin245	GD25057
yellow-d2	GD11759
eIF2Bdelta	GD11760
CG3520	GD25051
CG9812	GD25050
CG9815	GD25049
SkpF	GD25046
Or59b	GD25045
Or59c	GD25044
CG13557	GD25043
CG13558	GD11769
CG13559	GD28359
CG3906	GD25041
wmd	GD25036
levy	GD15452
pita	GD15202
Rrp4	GD25033
ItgaPS5	GD11776
Eglp2	GD25028
Eglp3	GD25027
Eglp4	GD25026
St1	GD11782
mRpL43	GD11787
sigmar	GD25023
Sesn	GD11791
CG18128	GD25021
CG5532	GD11795
sona	GD25017
CG15800	GD25016
CG13561	GD25014
CG5539	GD11797
CG5543	GD11798
CG4797	GD25011
CG4763	GD25010
CG5549	GD11799
Snap29	GD25008
CG5554	GD11801
eIF6	GD26781
Pym	GD27359
CG5569	GD11803
CG5597	GD11805
DCP1	GD25000
Upf3	GD24999
CG17658	GD11807
CG5339	GD24997
CG13562	GD11809
CG2812	GD15453
CG3735	GD24992
Orcokinin	GD24991
CG2970	GD11813
fzr2	GD28902
CG3803	GD24990
thoc5	GD11814
CG16787	GD24989
CG13566	GD15198
Fmo-1	GD15455
CG10904	GD24988
CG3065	GD11817
PPP1R15	GD24987
Pask	GD11820
CG3860	GD24985
CG4324	GD24981
CG3121	GD11821
CG3907	GD28606
CG11388	GD29218
CG3163	GD28955
MAN1	GD11822
Not11	GD24978
IntS1	GD11823
ppk29	GD24975
CG13563	GD11828
RpL12	GD11830
yki	GD24973
CG3209	GD11832
CG10339	GD28942
CG13564	GD15460
CG16786	GD15461
enok	GD11835
CG4049	GD28882
CG3257	GD15465
Naa35	GD24970
CG3328	GD11838
mRpS17	GD24969
cN-IIIB	GD11843
CG3356	GD11844
CG11406	GD24968
Ir60a	GD12872
CG13575	GD11847
CG3376	GD11848
CG13577	GD28384
CG3394	GD11850
CG13578	GD11853
Slik	GD24961
CG15873	GD24955
Pgam5-2	GD24953
CG3483	GD11857
CG4563	GD24951
CG3492	GD11858
CG3494	GD11859
CG16837	GD11860
CG13579	GD11861
CG13581	GD11864
CG4612	GD24944
Ir60e	GD24943
CG13585	GD11869
CG4622	GD28164
CG11413	GD11870
ITP	GD11871
CG11414	GD11873
uri	GD11874
Fcp1	GD24941
CG3511	GD11875
Start1	GD11876
CG13587	GD11879
ATPsynF	GD24937
CG3548	GD11880
CG3565	GD11881
CG3570	GD11882
CG4707	GD24936
Adck	GD11885
CG4741	GD24935
CG13594	GD24933
CG3640	GD11888
CG4781	GD24932
CG3663	GD11889
ND-19	GD11890
Pof	GD11891
Mmp1	GD24926
ST6Gal	ST6Gal
spz6	GD11893
CG3880	GD11894
CG3894	GD11895
Eps-15	GD24921
CG3594	GD11896
TyrRS-m	GD24918
CG3589	GD11897
CG12849	GD11898
CG3611	GD11899
CG3650	GD11903
CG16896	GD24912
Ance-5	GD24910
CG9083	GD11908
Tpc2	GD29121
CG2811	GD24907
Tina-1	GD24906
CG15861	GD24905
CG3770	GD11912
CG12851	GD11913
CG2765	GD27221
CG3776	GD11914
Phk-3	GD24902
CG2736	GD24901
CG3829	GD11915
Nplp1	GD11917
CG9380	GD24892
CG13405	GD13541
CG6845	GD13546
p130CAS	GD13548
CG7049	GD13538
Vdup1	GD13537
CG13875	GD13549
rno	GD13535
mri	GD13551
CG13876	GD13553
thoc7	GD13532
Dis3l2	GD13554
CG13877	GD13557
pyx	GD13531
wac	GD11004
Tudor-SN	GD25717
mRpL17	GD11005
ttm2	GD11008
mthl9	GD25712
mthl10	GD20187
CG1231	GD28404
CG1233	GD11015
CG13884	GD25708
CG13891	GD25704
CG17180	GD11019
Cypl	GD25702
Hipk	GD11020
Ppm1	GD17616
Kah	GD13528
MED14	GD13562
CG13893	GD13526
Gale	GD13563
CG3402	GD29049
MED30	GD17613
Rev1	GD13564
CG17129	GD28131
CG3386	GD13520
ebd1	GD13519
CG3344	GD13518
RabX6	GD13569
CG13894	GD13515
CG13895	GD13514
CG13896	GD13511
hng3	GD13509
CG13898	GD13508
